"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"PR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","26.5","","07/01/2014","06/30/2015"
"SC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","34.5","","07/01/2014","06/30/2015"
"SD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","17","","07/01/2014","06/30/2015"
"TN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","28","","07/01/2014","06/30/2015"
"TX","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","23","","07/01/2014","06/30/2015"
"UT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","17","","07/01/2014","06/30/2015"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","23.5","","07/01/2014","06/30/2015"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","28","","07/01/2014","06/30/2015"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","27","","07/01/2014","06/30/2015"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","16","","07/01/2014","06/30/2015"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","26.5","","07/01/2014","06/30/2015"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_MEDIUM_MIN","21","","07/01/2014","06/30/2015"
"AK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","38","","07/01/2014","06/30/2015"
"AL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","37","","07/01/2014","06/30/2015"
"AR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","41.5","","07/01/2014","06/30/2015"
"AZ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28","","07/01/2014","06/30/2015"
"CA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","34","","07/01/2014","06/30/2015"
"CO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","13","","07/01/2014","06/30/2015"
"CT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28","","07/01/2014","06/30/2015"
"DC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","99.5","","07/01/2014","06/30/2015"
"DE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","24","","07/01/2014","06/30/2015"
"FL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","20","","07/01/2014","06/30/2015"
"GA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","29","","07/01/2014","06/30/2015"
"HI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"IA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","25.5","","07/01/2014","06/30/2015"
"ID","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28","","07/01/2014","06/30/2015"
"IL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","40","","07/01/2014","06/30/2015"
"IN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","29","","07/01/2014","06/30/2015"
"KS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","32.5","","07/01/2014","06/30/2015"
"KY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","30","","07/01/2014","06/30/2015"
"LA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","30.5","","07/01/2014","06/30/2015"
"MA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","42","","07/01/2014","06/30/2015"
"MD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","43","","07/01/2014","06/30/2015"
"ME","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","36.5","","07/01/2014","06/30/2015"
"MI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","17","","07/01/2014","06/30/2015"
"MN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","22","","07/01/2014","06/30/2015"
"MO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","29.5","","07/01/2014","06/30/2015"
"MS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","33","","07/01/2014","06/30/2015"
"MT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","19","","07/01/2014","06/30/2015"
"NC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","43","","07/01/2014","06/30/2015"
"ND","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","14","","07/01/2014","06/30/2015"
"NE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","35","","07/01/2014","06/30/2015"
"NH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","33","","07/01/2014","06/30/2015"
"NJ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","29","","07/01/2014","06/30/2015"
"NM","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28.5","","07/01/2014","06/30/2015"
"NV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28","","07/01/2014","06/30/2015"
"NY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","32","","07/01/2014","06/30/2015"
"OH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","23","","07/01/2014","06/30/2015"
"OK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","37","","07/01/2014","06/30/2015"
"OR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","40.5","","07/01/2014","06/30/2015"
"PA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28.5","","07/01/2014","06/30/2015"
"PR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"SC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","35","","07/01/2014","06/30/2015"
"SD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28","","07/01/2014","06/30/2015"
"TN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","22","","07/01/2014","06/30/2015"
"TX","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","26.5","","07/01/2014","06/30/2015"
"UT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","27","","07/01/2014","06/30/2015"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","16.5","","07/01/2014","06/30/2015"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","29","","07/01/2014","06/30/2015"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","30","","07/01/2014","06/30/2015"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","22","","07/01/2014","06/30/2015"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","27","","07/01/2014","06/30/2015"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","45","","07/01/2014","06/30/2015"
"AR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","19","","07/01/2014","06/30/2015"
"AZ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","25","","07/01/2014","06/30/2015"
