ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,Year,ASC1_Measure_Rate,ASC1_Footnote,ASC2_Measure_Rate,ASC2_Footnote,ASC3_Measure_Rate,ASC3_Footnote,ASC4_Measure_Rate,ASC4_Footnote,ASC5_Measure_Rate,ASC5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC9_Footnote,ASC_10_rate,ASC10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date
Medical City Dallas Ambulatory Surgery Center,45C0001100,1619995180,Dallas,TX,75230,2014,0.000,,0.000,,0.000,,1.873,,513.11,,01/01/2014,12/31/2014,Yes,,1654,3,44,461,44,2,0,630,470,,01/01/2014,12/31/2014,99.62,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
San Antonio Eye Surgicenter,45C0001010,1629038989,San Antonio,TX,78215,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3817,0,3817,0,0,0,0,0,0,,01/01/2014,12/31/2014,89.36,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Good Shepherd Ambulatory Surgical Center,45C0001164,1629213079,Longview,TX,75601,2014,0.000,,0.296,,0.000,,0.296,,994.79,,01/01/2014,12/31/2014,Yes,,12544,7019,1019,2897,1,51,0,1539,18,,01/01/2014,12/31/2014,93.19,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Odessa Endoscopy Center LLC,45C0001335,1629386784,Odessa,TX,79761,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,4027,4027,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,77.78,,2014/2015,68.18,,100.0,,01/01/2014,12/31/2014
"North Hills Surgicare, L.P.",45C0001252,1639132178,North Richland Hills,TX,76180,2014,,,,,,,,,,,,,Yes,,91,3,8,31,4,0,0,0,45,,01/01/2014,12/31/2014,74.12,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Centennial Surgery Center,45C0001396,1639146541,Frisco,TX,75035,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,3577,656,12,72,45,0,0,1479,1313,,01/01/2014,12/31/2014,92.11,,2014/2015,42.86,,38.24,,01/01/2014,12/31/2014
Cy Fair Surgery Center,45C0001160,1639195217,Houston,TX,77065,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,4090,2642,0,378,317,2,0,605,146,,01/01/2014,12/31/2014,13.04,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Mckinney Surgery Center,45C0001349,1649233180,Mckinney,TX,75069,2014,0.000,,0.000,,0.000,,0.867,,926.67,,01/01/2014,12/31/2014,Yes,,4138,606,1182,501,5,9,8,1719,108,,01/01/2014,12/31/2014,43.26,,2014/2015,0.00,N/A (5),0.00,N/A (5),01/01/2014,12/31/2014
Nacogdoches Surgery Center,45C0001281,1649252883,Nacogdoches,TX,75965,2014,0.000,,0.000,,0.000,,0.000,,966.10,,01/01/2014,12/31/2014,Yes,,1097,453,1,144,6,0,0,356,137,,01/01/2014,12/31/2014,73.33,,2014/2015,72.50,,97.14,,01/01/2014,12/31/2014
"River Pointe Surgical Center, L.P.",45C0001547,1649575796,Richmond,TX,77469,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Memorial Hermann Surgery Center Texas Medical Center,45C0001446,1659301794,Houston,TX,77030,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,3999,957,1029,1141,35,65,0,318,454,,01/01/2014,12/31/2014,97.90,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Sugar Land Surgery Center,45C0001433,1659316917,Sugar Land,TX,77478,2014,0.000,,0.000,,0.000,,0.000,,979.17,,01/01/2014,12/31/2014,Yes,,6436,3850,2200,167,0,93,0,8,118,,01/01/2014,12/31/2014,94.19,,2014/2015,92.06,,47.92,,01/01/2014,12/31/2014
Las Colinas Surgery Center,45C0001177,1659334191,Irving,TX,75038,2014,0.000,,0.000,,0.000,,2.049,,1000.0,,01/01/2014,12/31/2014,Yes,,4140,2608,12,113,5,3,0,1176,223,,01/01/2014,12/31/2014,76.47,,2014/2015,47.06,,76.19,,01/01/2014,12/31/2014
Cityview Surgery Center,45C0001376,1659378800,Fort Worth,TX,76132,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3286,0,3286,0,0,0,0,0,0,,01/01/2014,12/31/2014,95.83,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Town Park Surgery Center,45C0001397,1659422467,Houston,TX,77036,2014,0.000,,0.000,,0.000,,0.000,,986.30,,01/01/2014,12/31/2014,Yes,,3506,536,0,864,149,7,271,1679,0,,01/01/2014,12/31/2014,41.67,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
"The Pain Relief Surgicenter, Inc.",45C0001463,1659594190,Austin,TX,78759,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,6703,0,0,0,0,0,0,6703,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Bay Area Endoscopy Center, LC",45C0001194,1669465068,Houston,TX,77034,2014,0.000,,0.966,,0.000,,0.966,,,N/A (1),01/01/2014,12/31/2014,Yes,,10507,10507,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,89.09,,2014/2015,71.88,,74.60,,01/01/2014,12/31/2014
San Antonio Digestive Disease Consultants Endoscopy Center Inc,45C0001188,1669466975,San Antonio,TX,78217,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3707,3707,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,100.0,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
"Dickinson Surgery Center, L.L.C.",45C0001017,1669467528,Dickinson,TX,77539,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,787,99,0,397,1,0,0,252,38,,01/01/2014,12/31/2014,57.14,,2014/2015,81.25,,25.00,,01/01/2014,12/31/2014
South Texas Eye Surgicenter Inc,45C0001048,1679554349,Victoria,TX,77901,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,763,0,763,0,0,0,0,0,0,,01/01/2014,12/31/2014,85.71,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Medical Center Endoscopy, LLP",45C0001238,1679585772,Houston,TX,77030,2014,0.000,,0.324,,0.000,,0.000,,0.00,,01/01/2014,12/31/2014,Yes,,12238,12238,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,89.19,,2014/2015,76.92,,33.68,,01/01/2014,12/31/2014
Lonestar Ambulatory Surgical Center,45C0001511,1679804355,Grapevine,TX,76051,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1361,0,1361,0,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Oakwood Surgery Center,45C0001218,1689639262,Round Rock,TX,78681,2014,0.000,,0.000,,0.000,,1.057,,1000.0,,01/01/2014,12/31/2014,Yes,,6588,2689,960,1161,44,135,0,1212,387,,01/01/2014,12/31/2014,100.0,,2014/2015,88.89,,25.40,,01/01/2014,12/31/2014
Coastal Bend Ambulatory Surgical Center,45C0001040,1689695959,Corpus Christi,TX,78404,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1336,0,1300,0,36,0,0,0,0,,01/01/2014,12/31/2014,93.75,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Austin Midtown Ambulatory Surgery Center LLC,,1689932162,Austin,TX,78705,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Willow Creek Surgery Center LP,45C0001504,1699006254,Palestine,TX,75801,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,65.45,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Willow Creek Surgery Center LP,45C0001512,1699006254,Palestine,TX,75801,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,2081,1006,0,28,0,0,0,1047,0,,01/01/2014,12/31/2014,34.09,,2014/2015,99.58,,50.59,,01/01/2014,12/31/2014
North Austin Surgery Center,45C0001375,1699738112,Austin,TX,78758,2014,0.000,,0.000,,0.000,,6.993,,987.46,,01/01/2014,12/31/2014,Yes,,2632,1708,0,325,9,467,0,69,54,,01/01/2014,12/31/2014,32.13,,2014/2015,77.78,,83.33,,01/01/2014,12/31/2014
Legacy Surgery Center of Frisco LP,45C0001461,1699806018,Frisco,TX,75034,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Turtle Creek Surgery Center LLC,45C0001356,1699819979,Tyler,TX,75701,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,76.79,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Knapp Surgery Center,45C0001079,1700024817,Weslaco,TX,78596,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,1119,0,1119,0,0,0,0,0,0,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Dermatology Surgery Center,45C0001328,1700822335,Tyler,TX,75703,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,4159,0,0,0,4159,0,0,0,0,,01/01/2014,12/31/2014,90.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Walnut Hill Surgery Center, L.P.",45C0001352,1700838190,Dallas,TX,75231,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1885,0,1885,0,0,0,0,0,0,,01/01/2014,12/31/2014,93.33,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Gab Endoscopy Center, LTD.",45C0001345,1700882271,San Antonio,TX,78215,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,5693,5693,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,93.33,,2014/2015,94.26,,96.71,,01/01/2014,12/31/2014
"Texas Midwest Surgery Center, LLC",45C0001270,1700887155,Abilene,TX,79601,2014,0.000,,0.000,,0.551,,1.103,,1000.0,,01/01/2014,12/31/2014,Yes,,6037,1130,1393,1812,6,0,0,1422,274,,01/01/2014,12/31/2014,57.14,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Urological Surgery Center of Fort Worth,45C0001143,1700994290,Fort Worth,TX,76104,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Mann Cataract Surgery Center,45C0001464,1710082680,Houston,TX,77002,2014,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2014,12/31/2014,Yes,,1937,0,1937,0,0,0,0,0,0,,01/01/2014,12/31/2014,37.50,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Valley Eye Surgery Center,45C0001025,1710203427,Harlingen,TX,78550,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2571,0,2571,0,0,0,0,0,0,,01/01/2014,12/31/2014,83.33,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Denton Surgery Center at Presbyterian Hospital of Denton,45C0001420,1720020472,Denton,TX,76201,2014,0.000,,0.000,,0.000,,1.496,,992.45,,01/01/2014,12/31/2014,Yes,,4853,2830,354,302,18,9,0,1302,38,,01/01/2014,12/31/2014,94.49,,2014/2015,75.44,,87.10,,01/01/2014,12/31/2014
Central Texas Ambulatory Endoscopy Center,45C0001226,1720072457,San Marcos,TX,78666,2014,2.240,,0.000,,0.000,,3.363,,,N/A (1),01/01/2014,12/31/2014,Yes,,8289,8289,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,76.92,,2014/2015,88.14,,100.0,,01/01/2014,12/31/2014
"Heaton Laser & Surgery Center, LLC",45C0001225,1720081664,Tyler,TX,75701,2014,0.000,,0.000,,0.000,,0.386,,,N/A (5),01/01/2014,12/31/2014,Yes,,4718,0,4718,0,0,0,0,0,0,,01/01/2014,12/31/2014,89.74,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Meah ASC Management, LLC",45C0001313,1720099260,Lake Jackson,TX,77566,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,7295,5189,0,0,0,0,0,2106,0,,01/01/2014,12/31/2014,78.26,,2014/2015,5.95,,90.75,,01/01/2014,12/31/2014
"Conroe Surgery Center 2, LLC",45C0001018,1730146861,Conroe,TX,77304,2014,0.000,,0.000,,0.000,,0.434,,988.99,,01/01/2014,12/31/2014,Yes,,5607,84,3681,435,153,189,0,864,201,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Abdominal Specialists of South Texas,,1730159104,Corpus Christi,TX,78404,2014,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Christus Spohn Surgicare of Corpus Christi,45C0001250,1730369802,Corpus Christi,TX,78404,2014,0.000,,0.000,,0.000,,0.577,,991.67,,01/01/2014,12/31/2014,Yes,,3772,0,3472,118,27,134,0,21,0,,01/01/2014,12/31/2014,50.85,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Stonegate Surgery Center LP,45C0001430,1740231489,Austin,TX,78745,2014,0.000,,0.000,,0.000,,0.604,,965.22,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Tyler Endoscopy Center, LTD",45C0001379,1740293034,Tyler,TX,75701,2014,0.000,,0.000,,0.000,,0.410,,,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Surgcenter of Southwest Houston, LLC",45C0001553,1740522671,Houston,TX,77074,2014,0.000,,0.000,,0.000,,0.000,,923.08,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Baylor Surgicare at Valley View,45C0001133,1750347472,Dallas,TX,75240,2014,0.000,,0.000,,0.000,,0.000,,979.17,,01/01/2014,12/31/2014,Yes,,2593,0,1784,90,24,578,53,60,4,,01/01/2014,12/31/2014,21.76,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Texas Eye Surgery Center, LLP",45C0001459,1750468583,Hurst,TX,76054,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,5997,0,5997,0,0,0,0,0,0,,01/01/2014,12/31/2014,89.66,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Round Rock Surgery Center LLC,45C0001497,1750528717,Round Rock,TX,78664,2014,0.000,,0.000,,0.000,,0.000,,892.31,,01/01/2014,12/31/2014,Yes,,2666,0,0,0,0,0,0,2666,0,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Beltline Surgery Center, LLC",45C0001510,1750609731,Sunnyvale,TX,75182,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2990,0,2990,0,0,0,0,0,0,,01/01/2014,12/31/2014,45.45,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Memorial Hermann Surgery Center, Katy",45C0001447,1760412803,Katy,TX,77494,2014,0.000,,0.000,,0.000,,0.000,,987.65,,01/01/2014,12/31/2014,Yes,,3162,2813,0,161,6,142,0,13,27,,01/01/2014,12/31/2014,55.71,,2014/2015,69.84,,100.0,,01/01/2014,12/31/2014
Acute & Chronic Pain Management Center PA,45C0001323,1760598577,Amarillo,TX,79124,2014,0.000,,1.005,,0.000,,0.000,,977.27,,01/01/2014,12/31/2014,Yes,,1056,0,0,1056,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
East Texas Eye Associates Surgery Center,45C0001097,1770554297,Lufkin,TX,75904,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,58.33,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
East Texas Eye Associates Surgery Center,45C0001577,1770554297,Lufkin,TX,75904,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,109,0,109,0,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Clearview Surgery Center Inc,45C0001414,1780604694,Southlake,TX,76092,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1350,0,1350,0,0,0,0,0,0,,01/01/2014,12/31/2014,85.29,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Baylor Surgicare at Carrollton,45C0001318,1780683490,Carrollton,TX,75010,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,6518,0,0,1132,14,0,0,5372,0,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Pediatric Surgery Center,45C0001398,1801847728,Plano,TX,75093,2014,,,,,,,,,,,,,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,96.30,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
The Center for Special Surgery @ Tca,,1801854591,San Antonio,TX,78240,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Surgery Center of Texas LP,45C0001330,1811299829,Plano,TX,75093,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,460,0,0,0,450,10,0,0,0,,01/01/2014,12/31/2014,91.80,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Waco Gastroenterology Endoscopy Center LLC,45C0001337,1811947062,Waco,TX,76712,2014,0.000,,0.000,,0.000,,1.605,,,N/A (5),01/01/2014,12/31/2014,Yes,,8245,8245,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,94.59,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Baylor Surgicare,45C0001039,1811995913,Dallas,TX,75246,2014,0.000,,0.000,,0.000,,0.000,,994.31,,01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,95.65,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Baylor Surgicare,45C0001193,1811995913,Dallas,TX,75246,2014,0.000,,0.000,,0.000,,0.000,,994.31,,01/01/2014,12/31/2014,Yes,,3829,6,1171,810,45,0,0,206,1591,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Old Town Endoscopy Center LLC,45C0001239,1821067554,Dallas,TX,75206,2014,0.000,,0.000,,0.000,,0.681,,,N/A (1),01/01/2014,12/31/2014,Yes,,11186,11186,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,94.29,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
South Austin Surgery Center,45C0001031,1821174780,Austin,TX,78745,2014,0.000,,0.000,,0.000,,2.833,,1000.0,,01/01/2014,12/31/2014,Yes,,1400,1,0,851,7,0,0,541,0,,01/01/2014,12/31/2014,64.81,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Corpus Christi Endoscopy Center LLP,45C0001470,1831238773,Corpus Christi,TX,78414,2014,0.000,,0.000,,0.000,,2.346,,,N/A (1),01/01/2014,12/31/2014,Yes,,7084,7084,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,71.43,,2014/2015,39.34,,93.55,,01/01/2014,12/31/2014
Rio Grande Surgery Center,45C0001152,1841253838,Mcallen,TX,78503,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
North Texas GI Center,45C0001294,1841295425,Arlington,TX,76012,2014,0.568,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,10360,10360,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,88.06,,2014/2015,48.00,,72.00,,01/01/2014,12/31/2014
"Summit ASC, LLP",45C0001088,1841397171,Houston,TX,77469,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,939,0,655,212,0,0,0,72,0,,01/01/2014,12/31/2014,65.08,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Macarthur Surgery Center, L.P.",45C0001361,1851408389,Irving,TX,75061,2014,0.000,,0.000,,0.000,,0.000,,758.62,,01/01/2014,12/31/2014,Yes,,1568,0,0,1568,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Texoma Valley Surgery Center LP,45C0001292,1851475461,Sherman,TX,75092,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Texas Health Outpatient Surgery Center Alliance,45C0001543,1851650428,Fort Worth,TX,76244,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,Yes,,899,754,0,25,0,3,0,101,16,,01/01/2014,12/31/2014,99.28,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Hill Country Surgery Center,45C0001412,1861405607,Cedar Park,TX,78613,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,3151,0,2360,252,22,0,0,353,164,,01/01/2014,12/31/2014,20.20,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Maplewood Ambulatory Surgery Center, Inc.",45C0001241,1861418378,Wichita Falls,TX,76308,2014,0.000,,0.853,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,2128,0,0,0,0,0,0,2128,0,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Physicians Surgicenter of Houston,45C0001035,1861546525,Richardson,TX,75080,2014,,,,,,,,,,,,,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,73.33,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Howerton Surgical Center,45C0001137,1861660151,Austin,TX,78704,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,1959,0,1959,0,0,0,0,0,0,,01/01/2014,12/31/2014,0.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Hays Surgery Center, LLC",45C0001544,1861766016,Kyle,TX,78640,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1761,0,2,1701,0,37,0,21,0,,01/01/2014,12/31/2014,10.09,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Key-Whitman Surgery Center,45C0001023,1871529388,Dallas,TX,75204,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,5021,0,5021,0,0,0,0,0,0,,01/01/2014,12/31/2014,66.67,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
High Plains Surgery Center LP,45C0001441,1871608216,Lubbock,TX,79410,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,6369,1955,286,157,138,28,0,3805,0,,01/01/2014,12/31/2014,64.58,,2014/2015,74.68,,92.22,,01/01/2014,12/31/2014
"Grand Parkway Surgery Center, LLC",45C0001532,1871816827,Richmond,TX,77406,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,60.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgical Eye Center of San Antonio,45C0001566,1871915041,Live Oak,TX,78233,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Preston Surgery Center, LLC",45C0001568,1871924027,Frisco,TX,75034,2014,,,,,,,,,,,,,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,86.21,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Paso Del Norte Surgery Center,45C0001247,1881678662,El Paso,TX,79912,2014,0.000,,0.000,,0.000,,1.285,,1000.0,,01/01/2014,12/31/2014,Yes,,3476,1075,0,472,7,0,0,1245,677,,01/01/2014,12/31/2014,46.67,,2014/2015,64.20,,60.71,,01/01/2014,12/31/2014
Oprex Surgery (Baytown) LP,45C0001515,1881915304,Baytown,TX,77521,2014,0.000,,0.000,,0.000,,0.000,,300.88,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Texas Endoscopy LLC,45C0001277,1891776605,Plano,TX,75093,2014,0.000,,0.000,,0.000,,1.661,,,N/A (5),01/01/2014,12/31/2014,Yes,,5691,5691,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,100.0,,2014/2015,62.78,,79.17,,01/01/2014,12/31/2014
Baylor Surgicare at Heath,45C0001373,1891788584,Heath,TX,75032,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,1239,375,10,346,4,0,0,353,151,,01/01/2014,12/31/2014,14.67,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Physicians Endoscopy Center,45C0001320,1902036049,Houston,TX,77063,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,14502,14502,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,77.63,,2014/2015,78.13,,100.0,,01/01/2014,12/31/2014
Turtle Creek Surgery Center,45C0001356,1902090822,Tyler,TX,75701,2014,,,,,,,,,,,,,Yes,,72,0,2,26,44,0,0,0,0,,01/01/2014,12/31/2014,76.79,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Cataract & Surgical Center of Lubbock LLC,45C0001310,1902802036,Lubbock,TX,79424,2014,0.892,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1954,0,1954,0,0,0,0,0,0,,01/01/2014,12/31/2014,38.46,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
